ALIRAJPUR,2024-12-23,0.0
ALIRAJPUR,2024-12-24,0.0
ALIRAJPUR,2024-12-25,1.0
ALIRAJPUR,2024-12-28,5.0
ALIRAJPUR,2024-12-29,1.0
ALIRAJPUR,2024-12-30,0.0
ALIRAJPUR,2024-12-31,0.0
ALIRAJPUR,2025-01-01,0.0
BARWANI,2024-12-18,nan
BARWANI,2024-12-19,0.0
BARWANI,2024-12-20,0.0
BARWANI,2024-12-21,0.0
BARWANI,2024-12-22,0.0
BARWANI,2024-12-23,0.0
BARWANI,2024-12-24,0.0
BARWANI,2024-12-25,1.0
BARWANI,2024-12-28,5.0
BARWANI,2024-12-29,1.0
BARWANI,2024-12-30,0.0
BARWANI,2024-12-31,0.0
BARWANI,2025-01-01,0.0
JHABUA,2024-12-18,nan
JHABUA,2024-12-19,0.0
JHABUA,2024-12-20,0.0
JHABUA,2024-12-21,0.0
JHABUA,2024-12-22,0.0
JHABUA,2024-12-23,0.0
JHABUA,2024-12-24,0.0
JHABUA,2024-12-25,1.0
JHABUA,2024-12-28,5.0
JHABUA,2024-12-29,1.0
JHABUA,2024-12-30,0.0
JHABUA,2024-12-31,0.0
JHABUA,2025-01-01,0.0
CHHOTA UDEPUR,2024-12-18,nan
CHHOTA UDEPUR,2024-12-19,0.0
CHHOTA UDEPUR,2024-12-20,0.0
CHHOTA UDEPUR,2024-12-21,0.0
CHHOTA UDEPUR,2024-12-22,0.0
CHHOTA UDEPUR,2024-12-23,0.0
CHHOTA UDEPUR,2024-12-24,0.0
CHHOTA UDEPUR,2024-12-25,1.0
CHHOTA UDEPUR,2024-12-28,5.0
CHHOTA UDEPUR,2024-12-29,1.0
CHHOTA UDEPUR,2024-12-30,0.0
CHHOTA UDEPUR,2024-12-31,0.0
CHHOTA UDEPUR,2025-01-01,0.0
DAHOD,2024-12-18,nan
DAHOD,2024-12-19,0.0
DAHOD,2024-12-20,0.0
DAHOD,2024-12-21,0.0
DAHOD,2024-12-22,0.0
DAHOD,2024-12-23,0.0
DAHOD,2024-12-24,0.0
DAHOD,2024-12-25,1.0
DAHOD,2024-12-28,5.0
DAHOD,2024-12-29,1.0
DAHOD,2024-12-30,0.0
DAHOD,2024-12-31,0.0
DAHOD,2025-01-01,0.0
NAMAKKAL,2024-12-18,nan
NAMAKKAL,2024-12-19,6.0
NAMAKKAL,2024-12-20,6.0
NAMAKKAL,2024-12-21,8.0
NAMAKKAL,2024-12-22,6.0
NAMAKKAL,2024-12-23,7.0
NAMAKKAL,2024-12-24,4.0
NAMAKKAL,2024-12-25,4.0
NAMAKKAL,2024-12-28,10.0
NAMAKKAL,2024-12-29,5.0
NAMAKKAL,2024-12-30,3.0
NAMAKKAL,2024-12-31,2.0
NAMAKKAL,2025-01-01,3.0
PERAMBALUR,2024-12-18,nan
PERAMBALUR,2024-12-19,6.0
PERAMBALUR,2024-12-20,6.0
PERAMBALUR,2024-12-21,8.0
PERAMBALUR,2024-12-22,6.0
PERAMBALUR,2024-12-23,7.0
PERAMBALUR,2024-12-24,4.0
PERAMBALUR,2024-12-25,4.0
PERAMBALUR,2024-12-28,10.0
PERAMBALUR,2024-12-29,5.0
PERAMBALUR,2024-12-30,3.0
PERAMBALUR,2024-12-31,2.0
PERAMBALUR,2025-01-01,3.0
SANGLI,2024-12-18,nan
SANGLI,2024-12-19,0.0
SANGLI,2024-12-20,0.0
SANGLI,2024-12-21,0.0
SANGLI,2024-12-22,0.0
SANGLI,2024-12-23,1.0
SANGLI,2024-12-24,1.0
SANGLI,2024-12-25,0.0
SANGLI,2024-12-28,2.0
SANGLI,2024-12-29,1.0
SANGLI,2024-12-30,0.0
SANGLI,2024-12-31,2.0
SANGLI,2025-01-01,1.0
SATARA,2024-12-18,nan
SATARA,2024-12-19,0.0
SATARA,2024-12-20,0.0
SATARA,2024-12-21,0.0
SATARA,2024-12-22,0.0
SATARA,2024-12-23,1.0
SATARA,2024-12-24,1.0
SATARA,2024-12-25,0.0
SATARA,2024-12-28,2.0
SATARA,2024-12-29,1.0
SATARA,2024-12-30,0.0
SATARA,2024-12-31,2.0
SATARA,2025-01-01,1.0
ALAPUZHA,2024-12-18,nan
ALAPUZHA,2024-12-19,4.0
ALAPUZHA,2024-12-20,5.0
ALAPUZHA,2024-12-21,6.0
ALAPUZHA,2024-12-22,5.0
ALAPUZHA,2024-12-23,6.0
ALAPUZHA,2024-12-24,6.0
ALAPUZHA,2024-12-25,3.0
ALAPUZHA,2024-12-28,11.0
ALAPUZHA,2024-12-29,3.0
ALAPUZHA,2024-12-30,3.0
ALAPUZHA,2024-12-31,2.0
ALAPUZHA,2025-01-01,3.0
ERNAKULAM,2024-12-18,nan
ERNAKULAM,2024-12-19,4.0
ERNAKULAM,2024-12-20,5.0
ERNAKULAM,2024-12-21,6.0
ERNAKULAM,2024-12-22,5.0
ERNAKULAM,2024-12-23,6.0
ERNAKULAM,2024-12-24,6.0
ERNAKULAM,2024-12-25,3.0
ERNAKULAM,2024-12-28,11.0
ERNAKULAM,2024-12-29,3.0
ERNAKULAM,2024-12-30,3.0
ERNAKULAM,2024-12-31,2.0
ERNAKULAM,2025-01-01,3.0
IDUKKI,2024-12-18,nan
IDUKKI,2024-12-19,4.0
IDUKKI,2024-12-20,5.0
IDUKKI,2024-12-21,6.0
IDUKKI,2024-12-22,5.0
IDUKKI,2024-12-23,6.0
IDUKKI,2024-12-24,6.0
IDUKKI,2024-12-25,3.0
IDUKKI,2024-12-28,11.0
IDUKKI,2024-12-29,3.0
IDUKKI,2024-12-30,3.0
IDUKKI,2024-12-31,2.0
IDUKKI,2025-01-01,3.0
